tier,topic_id,paper_count,macro_id,top5_kw,tier_label
T3_coarse,102,65,4,"equations, differential, differential equations, physics, partial differential",2016-2020
T3_coarse,103,65,12,"communication, emergent, language, agents, emergent communication",2016-2020
T3_coarse,104,64,3,"traffic, traffic flow, prediction, flow, forecasting",2016-2020
T3_coarse,105,62,3,"fingerprint, iris, biometric, minutiae, antispoofing",2016-2020
T3_coarse,106,61,12,"argument, arguments, argumentative, argumentation, debate",2016-2020
T3_coarse,107,59,12,"inverse reinforcement, imitation, irl, imitation learning, inverse",2016-2020
T3_coarse,108,58,0,"morphological, languages, inflection, tagging, morphology",2016-2020
T3_coarse,109,58,0,"crosslingual, multilingual, languages, language, bert",2016-2020
T3_coarse,110,58,5,"online, submodular, regret, online learning, convex",2016-2020
T3_coarse,111,58,0,"ner, named entity, entity, entity recognition, named",2016-2020
T3_coarse,112,57,0,"sentiment, sentiment classification, sentiment analysis, domain, classification",2016-2020
T3_coarse,113,57,0,"sql, semantic parsing, natural language, texttosql, semantic parser",2016-2020
T3_coarse,114,56,7,"time series, series, time, series classification, warping",2016-2020
T3_coarse,115,55,0,"entity, linking, entity linking, typing, mentions",2016-2020
T3_coarse,116,54,12,"lifted, probabilistic, inference, probabilistic inference, relational",2016-2020
T3_coarse,117,54,1,"medical, diagnosis, clinical, knowledge, expert",2016-2020
T3_coarse,118,53,3,"skin, lesion, skin lesion, melanoma, isic",2016-2020
T3_coarse,119,53,0,"bias, gender, gender bias, biases, word embeddings",2016-2020
T3_coarse,120,52,3,"trajectory, mobility, traffic, urban, driving",2016-2020
T3_coarse,121,52,12,"commonsense, commonsense reasoning, word problems, winograd, winograd schema",2016-2020
T3_coarse,122,51,0,"authorship, authorship attribution, attribution, texts, personality",2016-2020
T3_coarse,123,51,5,"multilabel, multilabel classification, label, labels, multilabel learning",2016-2020
T3_coarse,124,51,5,"tensor, tensor completion, completion, lowrank, decomposition",2016-2020
T3_coarse,125,50,3,"forgery, fake, forgery detection, videos, images",2016-2020
T3_coarse,126,50,0,"answering, multihop, question answering, question, questions",2016-2020
T3_coarse,127,50,6,"wind, forecasting, weather, power, wind power",2016-2020
T3_coarse,128,50,6,"energy, consumption, energy consumption, power, smart",2016-2020
T3_coarse,129,50,3,"pose, 6d, pose estimation, object pose, 6d pose",2016-2020
T3_coarse,130,50,3,"retinal, fundus, oct, retinopathy, diabetic",2016-2020
T3_coarse,131,49,3,"age, face, gender, face recognition, aging",2016-2020
T3_coarse,132,49,3,"object segmentation, video, object, segmentation, video object",2016-2020
T3_coarse,133,49,0,"sarcasm, humor, sarcastic, irony, detection",2016-2020
T3_coarse,134,47,0,"dialog, visual, visual dialog, storytelling, sceneaware",2016-2020
T3_coarse,135,47,0,"chinese, word segmentation, chinese word, word, segmentation",2016-2020
T3_coarse,136,47,3,"background, surveillance, background subtraction, subtraction, detection",2016-2020
T3_coarse,137,47,3,"rain, dehazing, haze, image dehazing, removal",2016-2020
T3_coarse,138,47,3,"text, scene text, text detection, scene, text recognition",2016-2020
T3_coarse,139,46,12,"epistemic, logic, coalition, epistemic planning, agents",2016-2020
T3_coarse,140,46,7,"texture, defect, logo, defects, image",2016-2020
T3_coarse,141,45,0,"bilingual, crosslingual, embeddings, crosslingual word, word",2016-2020
T3_coarse,142,45,0,"discourse, implicit discourse, discourse relations, discourse relation, implicit",2016-2020
T3_coarse,143,45,3,"flow, optical flow, optical, motion, flow estimation",2016-2020
T3_coarse,144,45,8,"plant, leaf, crop, species, plants",2016-2020
T3_coarse,145,45,5,"feature selection, selection, feature, support vector, support",2016-2020
T3_coarse,146,45,5,"active learning, active, queries, learning, uncertainty sampling",2016-2020
T3_coarse,147,44,3,"zsl, zeroshot, zeroshot learning, classes, unseen",2016-2020
T3_coarse,148,44,5,"clustering, multiview, subspace clustering, subspace, views",2016-2020
T3_coarse,149,43,3,"crowd, counting, crowd counting, density, count",2016-2020
T3_coarse,150,43,12,"code, source code, program, source, code generation",2016-2020
T3_coarse,151,43,0,"video, video summarization, video captioning, videos, captioning",2016-2020
T3_coarse,152,43,3,"scene, 3d, indoor, object, shape",2016-2020
T3_coarse,153,43,0,"event, extraction, events, event extraction, temporal",2016-2020
T3_coarse,154,43,0,"conceptual, conceptual spaces, spaces, concepts, conceptual space",2016-2020
T3_coarse,155,43,0,"srl, semantic role, role labeling, role, labeling",2016-2020
T3_coarse,156,42,2,"quantum, quantum theory, interference, classical, theory",2016-2020
T3_coarse,157,41,3,"skeleton, action recognition, action, human action, recognition",2016-2020
T3_coarse,158,41,14,"adversarial, attacks, robustness, bert, examples",2016-2020
T3_coarse,159,41,4,"brain, alzheimers, alzheimers disease, disease, ad",2016-2020
T3_coarse,160,41,5,"dictionary, dictionary learning, sparse, dictionaries, sparse coding",2016-2020
T3_coarse,161,40,0,"arabic, corpus, morphological, languages, sanskrit",2016-2020
T3_coarse,162,40,0,"bert, distillation, pretrained, probing, language",2016-2020
T3_coarse,163,40,12,"distillation, student, teacher, knowledge distillation, knowledge",2016-2020
T3_coarse,164,40,3,"hyperspectral, spectral, hyperspectral image, hsi, hyperspectral images",2016-2020
T3_coarse,165,40,4,"eeg, seizure, bci, eeg signals, signals",2016-2020
T3_coarse,166,40,0,"face, facial, identity, faces, reenactment",2016-2020
T3_coarse,167,40,3,"surgical, surgery, laparoscopic, instruments, workflow",2016-2020
T3_coarse,168,39,3,"visual, object, object recognition, hierarchical, recognition",2016-2020
T3_coarse,169,39,5,"kernel, kernels, fourier features, random fourier, fourier",2016-2020
T3_coarse,170,38,12,"students, student, knowledge tracing, tracing, courses",2016-2020
T3_coarse,171,38,12,"td, function approximation, offpolicy, temporal difference, approximation",2016-2020
T3_coarse,172,38,0,"attention, brain, nlp, explanation, models",2016-2020
T3_coarse,173,37,12,"mapf, path, path finding, pathfinding, multiagent",2016-2020
T3_coarse,174,37,12,"machine learning, machine, ml, data science, reproducibility",2016-2020
T3_coarse,175,37,0,"language inference, matching, nli, natural language, inference",2016-2020
T3_coarse,176,36,9,"allocation, fair, preferences, division, voting",2016-2020
T3_coarse,177,36,0,"citations, citation, wikipedia, articles, scientific",2016-2020
T3_coarse,178,35,0,"text generation, generation, text, generative adversarial, generative",2016-2020
T3_coarse,179,35,12,"program, program synthesis, programs, synthesis, inputoutput examples",2016-2020
T3_coarse,180,35,5,"tensorflow, deep learning, frameworks, library, pytorch",2016-2020
T3_coarse,181,35,0,"sentence, embeddings, tasks, multitask, multitask learning",2016-2020
T3_coarse,182,35,3,"finegrained, finegrained image, classification, discriminative, parts",2016-2020
T3_coarse,183,34,1,"clinical, patient, notes, medical, codes",2016-2020
T3_coarse,184,34,5,"metric, metric learning, deep metric, distance, loss",2016-2020
T3_coarse,185,34,0,"translation, machine translation, smt, indian, statistical machine",2016-2020
T3_coarse,186,34,3,"activity, activity recognition, human activity, activities, recognition",2016-2020
T3_coarse,187,34,0,"twitter, crisis, social, slang, tweets",2016-2020
T3_coarse,188,32,12,"bayesian, bayesian network, bayesian networks, structure learning, structure",2016-2020
T3_coarse,189,32,5,"ranking, rankings, items, preference, rank",2016-2020
T3_coarse,190,32,12,"legal, court, legal domain, documents, law",2016-2020
T3_coarse,191,32,0,"coreference, coreference resolution, resolution, mention, mentions",2016-2020
T3_coarse,192,31,0,"latent, text generation, variational, text, vae",2016-2020
T3_coarse,193,31,12,"ontology, datalog, queries, ontologies, query",2016-2020
T3_coarse,194,31,3,"quality, image quality, quality assessment, iqa, illusions",2016-2020
T3_coarse,195,31,5,"normalization, batch normalization, batch, dropout, regularization",2016-2020
T3_coarse,196,30,12,"starcraft, game, rts, games, starcraft ii",2016-2020
T3_coarse,197,30,3,"pose, pose estimation, multiperson, estimation, human pose",2016-2020
T4_historic,0,819,12,"planning, policy, reinforcement, reinforcement learning, state",1998-2016
T4_historic,1,562,3,"segmentation, image, images, image segmentation, edge",1998-2016
T4_historic,2,480,5,"deep, networks, neural, neural networks, convolutional",1998-2016
T4_historic,3,352,5,"regret, bandit, online, bandits, multiarmed",1998-2016
T4_historic,4,340,3,"face, face recognition, recognition, facial, faces",1998-2016
T4_historic,5,330,12,"intelligence, ai, artificial, cognitive, agents",1998-2016
T4_historic,6,277,12,"ontology, web, ontologies, semantic, semantic web",1998-2016
T4_historic,7,230,12,"logic, programs, answer, answer set, programming",1998-2016
T4_historic,8,207,0,"texts, words, word, language, languages",1998-2016
T4_historic,9,194,3,"tracking, tracker, object, object tracking, trackers",1998-2016
T4_historic,10,188,5,"stochastic, gradient, optimization, descent, convergence",1998-2016
T4_historic,11,183,6,"fuzzy, forecasting, prediction, data, energy",1998-2016
T4_historic,12,172,5,"clustering, kmeans, cluster, clusters, clustering algorithm",1998-2016
T4_historic,13,169,3,"speech, speech recognition, acoustic, recognition, speaker",1998-2016
T4_historic,14,168,0,"grammar, parsing, grammars, parser, dependency",1998-2016
T4_historic,15,167,0,"disambiguation, word, sense, semantic, sense disambiguation",1998-2016
T4_historic,16,149,12,"causal, variables, independence, causal models, causal discovery",1998-2016
T4_historic,17,144,0,"sentiment, sentiment analysis, polarity, twitter, reviews",1998-2016
T4_historic,18,143,12,"multiobjective, evolutionary, optimization, ant, genetic",1998-2016
T4_historic,19,138,0,"question, answering, question answering, answer, questions",1998-2016
T4_historic,20,137,3,"action, action recognition, recognition, video, actions",1998-2016
T4_historic,21,133,12,"sat, satisfiability, solvers, maxsat, instances",1998-2016
T4_historic,22,133,0,"word, embeddings, representations, words, word embeddings",1998-2016
T4_historic,23,133,3,"hyperspectral, fusion, image fusion, spectral, remote sensing",1998-2016
T4_historic,24,132,0,"dialogue, discourse, dialog, conversational, conversation",1998-2016
T4_historic,25,131,3,"handwritten, character, characters, recognition, character recognition",1998-2016
T4_historic,26,129,0,"semantics, meaning, distributional, compositional, natural language",1998-2016
T4_historic,27,128,3,"object, object detection, detection, proposals, proposal",1998-2016
T4_historic,28,126,3,"segmentation, semantic segmentation, semantic, convolutional, image",1998-2016
T4_historic,29,126,3,"fingerprint, biometric, iris, signature, palmprint",1998-2016
T4_historic,30,125,2,"fuzzy, neutrosophic, fuzzy sets, decision, soft",1998-2016
T4_historic,31,124,5,"topic, topic models, lda, topics, topic modeling",1998-2016
T4_historic,32,123,12,"bayesian, bayesian networks, bayesian network, learning bayesian, networks",1998-2016
T4_historic,33,117,3,"saliency, salient, gaze, salient object, eye",1998-2016
T4_historic,34,115,5,"tensor, mixture, mixtures, gaussians, mixture models",1998-2016
T4_historic,35,114,5,"dictionary, sparse, dictionary learning, coding, sparse coding",1998-2016
T4_historic,36,114,3,"hashing, hash, codes, binary, quantization",1998-2016
T4_historic,37,110,0,"descriptions, captioning, video, visual, captions",1998-2016
T4_historic,38,108,3,"compressive, sensing, reconstruction, compressive sensing, imaging",1998-2016
T4_historic,39,106,12,"constraint, constraints, consistency, arc consistency, arc",1998-2016
T4_historic,40,103,5,"feature selection, feature, selection, cancer, classification",1998-2016
T4_historic,41,103,12,"belief propagation, bp, bethe, propagation, belief",1998-2016
T4_historic,42,100,12,"evidence, belief, dempstershafer, theory, belief functions",1998-2016
T4_historic,43,98,12,"lifted, probabilistic, logic, inference, logic programming",1998-2016
T4_historic,44,97,3,"filter, noise, denoising, bilateral, filters",1998-2016
T4_historic,45,96,0,"neural, language, sentence, recurrent, recurrent neural",1998-2016
T4_historic,46,96,12,"game, games, chess, players, player",1998-2016
T4_historic,47,92,3,"pose, pose estimation, estimation, body, human pose",1998-2016
T4_historic,48,91,12,"entities, knowledge, entity, relation, coreference",1998-2016
T4_historic,49,91,7,"texture, fractal, scattering, texture classification, leaf",1998-2016
T4_historic,50,90,0,"arabic, morphological, language, correction, spelling",1998-2016
T4_historic,51,88,5,"variational, inference, latent, posterior, bayesian",1998-2016
T4_historic,52,88,5,"metric, metric learning, distance, learning, distance metric",1998-2016
T4_historic,53,85,5,"clustering, subspace, subspace clustering, subspaces, spectral clustering",1998-2016
T4_historic,54,83,5,"lasso, sparse, sparsity, regularization, regression",1998-2016
T4_historic,55,80,12,"bayesian networks, bayesian, networks, inference, map",1998-2016
T4_historic,56,79,12,"belief, belief networks, networks, belief network, inference",1998-2016
T4_historic,57,79,0,"domain, adaptation, domain adaptation, target domain, target",1998-2016
T4_historic,58,77,5,"recommender, recommendation, users, factorization, collaborative",1998-2016
T4_historic,59,76,12,"revision, belief, belief revision, belief change, change",1998-2016
T4_historic,60,74,5,"active learning, active, learning, label, label complexity",1998-2016
T4_historic,61,74,12,"logic, action, actions, temporal, reasoning",1998-2016
T4_historic,62,74,3,"restoration, deconvolution, deblurring, blur, image",1998-2016
T4_historic,63,74,3,"camera, cameras, calibration, reconstruction, motion",1998-2016
T4_historic,64,70,3,"shape, shapes, 3d, retrieval, matching",1998-2016
T4_historic,65,69,3,"3d, object, scene, objects, shape",1998-2016
T4_historic,66,65,2,"rough, rough sets, matroids, rough set, covering",1998-2016
T4_historic,67,65,5,"matrix, matrix completion, completion, lowrank, lowrank matrix",1998-2016
T4_historic,68,64,0,"boltzmann, generative, restricted boltzmann, rbm, boltzmann machines",1998-2016
T4_historic,69,64,4,"eeg, brain, fmri, bci, functional",1998-2016
T4_historic,70,64,0,"temporal, events, clinical, extraction, event",1998-2016
T4_historic,71,62,7,"anomaly, anomaly detection, detection, outlier, outliers",1998-2016
T4_historic,72,62,5,"autoencoders, autoencoder, deep, denoising, unsupervised",1998-2016
T4_historic,73,61,0,"translation, machine translation, machine, statistical machine, mt",1998-2016
T4_historic,74,61,5,"classifier, cost, roc, measures, classifiers",1998-2016
T4_historic,75,58,3,"facial, expression, facial expression, expression recognition, expressions",1998-2016
T4_historic,76,58,5,"svm, svms, support vector, support, margin",1998-2016
T4_historic,77,58,0,"summarization, summaries, multidocument, document, summary",1998-2016
T4_historic,78,58,5,"kernel, multitask, kernel learning, kernels, multiple kernel",1998-2016
T4_historic,79,58,2,"influence, influence diagrams, diagrams, diagram, influence diagram",1998-2016
T4_historic,80,57,14,"privacy, private, differential privacy, differentially, differential",1998-2016
T4_historic,81,56,7,"immune, intrusion, dca, dendritic, intrusion detection",1998-2016
T4_historic,82,55,7,"diagnosis, diagnostic, fault, repair, failure",1998-2016
T4_historic,83,54,3,"color, image, image quality, quality, quality assessment",1998-2016
T4_historic,84,54,5,"functions, pac, learning, vc, queries",1998-2016
T4_historic,85,54,3,"video, frames, videos, motion, visual",1998-2016
T4_historic,86,52,9,"voting, manipulation, voting rules, coalition, election",1998-2016
T4_historic,87,51,3,"text, scene text, text detection, scene, text recognition",1998-2016
T4_historic,88,50,12,"argumentation, arguments, abstract argumentation, semantics, abstract",1998-2016
T4_historic,89,50,3,"traffic, road, vehicle, vehicles, detection",1998-2016
T4_historic,90,48,2,"uncertainty, possibility, utility, probability, theory",1998-2016
T4_historic,91,48,0,"annotation, formats, tools, language, xml",1998-2016
T4_historic,92,48,0,"tagger, tagging, pos, taggers, partofspeech",1998-2016
T4_historic,93,47,0,"style, generative, adversarial, color, colorization",1998-2016
T4_historic,94,47,5,"sequence, prediction, computable, universal, sequence prediction",1998-2016
T4_historic,95,47,3,"registration, image registration, image, deformation, images",1998-2016
T4_historic,96,47,7,"time series, series, time, timeseries, motifs",1998-2016
T4_historic,97,46,0,"translation, machine translation, neural machine, nmt, neural",1998-2016
T4_historic,98,46,12,"scheduling, search, problem, timetabling, tabu",1998-2016
T4_historic,99,45,3,"3d, matching, point, pose, registration",1998-2016
T4_historic,100,44,0,"crowdsourcing, workers, labels, worker, crowd",1998-2016
T4_historic,101,44,3,"sign, sign language, gesture, hand, gestures",1998-2016
T4_historic,102,44,3,"superresolution, sr, resolution, super resolution, image superresolution",1998-2016
T4_historic,103,44,3,"reidentification, person, person reidentification, matching, metric",1998-2016
T4_historic,104,44,3,"tags, tag, image, annotation, image annotation",1998-2016
T4_historic,105,43,0,"nonmonotonic, logic, logics, default, preferential",1998-2016
T4_historic,106,43,5,"pca, principal, principal component, component analysis, component",1998-2016
T4_historic,107,42,5,"manifold, manifolds, spd, riemannian, spd matrices",1998-2016
T4_historic,108,41,12,"proofs, proof, automated, mathematical, automated reasoning",1998-2016
T4_historic,109,41,7,"gaussian, gp, gaussian process, gaussian processes, regression",1998-2016
T4_historic,110,41,5,"ranking, rank, pairwise comparisons, comparisons, pairwise",1998-2016
T4_historic,111,40,5,"boosting, adaboost, multiclass, boosting algorithms, margin",1998-2016
T4_historic,112,40,3,"background, foreground, subtraction, background subtraction, video",1998-2016
T4_historic,113,39,2,"radio, allocation, channel, users, cognitive radio",1998-2016
T4_historic,114,38,0,"answering, question, question answering, visual question, questions",1998-2016
T4_historic,115,36,1,"patients, clinical, drug, patient, health",1998-2016
T4_historic,116,36,3,"zeroshot, zeroshot learning, semantic, unseen, classes",1998-2016
T4_historic,117,36,5,"unlabeled, semisupervised, unlabeled data, semisupervised learning, labeled",1998-2016
T4_historic,118,35,2,"preference, preferences, elicitation, utility, cpnets",1998-2016
T4_historic,119,34,5,"ensemble, diversity, classifiers, ensembles, classifier",1998-2016
T4_historic,120,34,3,"reflectance, surface, light, illumination, range",1998-2016
T4_historic,121,34,12,"hidden, hidden markov, hmms, markov, markov models",1998-2016
T4_historic,122,33,5,"multilabel, multilabel classification, label, labels, multilabel learning",1998-2016
T4_historic,123,33,5,"user, recommendation, feedback, items, bandits",1998-2016
T4_historic,124,33,0,"music, musical, composition, recurrent, model",1998-2016
T4_historic,125,33,2,"quantum, concepts, quantum theory, cognition, theory",1998-2016
T4_historic,126,32,3,"binarization, text, document, images, document image",1998-2016
T4_historic,127,32,9,"auctions, auction, price, bidding, advertising",1998-2016
T4_historic,128,32,7,"mining, patterns, frequent, pattern, pattern mining",1998-2016
T4_historic,129,32,3,"visual, object recognition, retina, recognition, vision",1998-2016
T4_historic,130,31,0,"translation, corpora, parallel, comparable corpora, bilingual",1998-2016
T4_historic,131,31,5,"manifold, manifold learning, laplacian, semisupervised, embedding",1998-2016
T4_historic,132,30,5,"graph, semisupervised learning, semisupervised, constraint propagation, propagation",1998-2016
T4_historic,133,30,3,"pedestrian, pedestrian detection, detection, caltech, features",1998-2016
